"","n_year","var_CV","weight_male","weight_female","height_male","height_female","age_male","age_female","paf_normal","paf_intensive","number_male","number_female","number_total","normal_training","intensive_training","bmi_low_cutoff","bmi_healthy_cutoff","target_fat_perc_male","target_fat_perc_female","fat_perc_male","fat_perc_female","weekly_weight_loss","weekly_weight_gain","weekly_extra_kcal","daily_kcal_male","daily_kcal_female","per_underweight_male","per_underweight_female","per_overweight_male","per_overweight_female","protein_need","protein_need_percent","carb_need","carb_need_percent","fat_tar_perc","protein_need_nor","protein_need_int","total_kcal_need_male","total_kcal_need_female","current_kcal_intake_male","current_kcal_intake_female","total_kcal_need_yearly_all_athletes1","total_kcal_need_yearly_all_athletes2","total_kcal_need_yearly_all_athletes3","total_kcal_need_yearly_all_athletes4","total_kcal_need_yearly_all_athletes","total_kcal_current_yearly_all_athletes1","total_kcal_current_yearly_all_athletes2","total_kcal_current_yearly_all_athletes3","total_kcal_current_yearly_all_athletes4","total_kcal_current_yearly_all_athletes","protein_need_gram_male","protein_need_gram_female","total_protein_need_gram","total_protein_need_gram1","total_protein_need_gram2","total_protein_need_gram3","total_protein_need_gram4","carb_need_gram_male","carb_need_gram_female","total_carb_need_gram","total_carb_need_gram1","total_carb_need_gram2","total_carb_need_gram3","total_carb_need_gram4","fat_need_gram_male","fat_need_gram_female","total_fat_need_gram","total_fat_need_gram1","total_fat_need_gram2","total_fat_need_gram3","total_fat_need_gram4","fat_model_check_one","fat_model_check_two","target_wt_female","target_wt_male"
"11",4,0.201454468991683,71.1856596382131,39.8086890075005,175.848033883482,153.024371527884,14.0349072879259,25.200141076514,1.63461086741467,1.90712790091535,172.808258883226,120.731447835594,418.540432360898,162.215174376369,111.535272763327,18.5,21.357012962802,11.280092804852,15.2804497013635,6.13251816967507,14.2480080617984,0.827979092195242,0.806613991434799,3439.5006186734,2553.79827367787,1856.93180058668,0.0469316118053492,0.285683351455992,0.38222624467092,0.367221430018061,1.67411442219373,0.151766185856412,10.273435752407,0.623387559389497,0.259453375694581,1.58272059243407,1.97346849232996,593586708.847139,249779946.739485,483499763.104004,245517949.295352,216425114.942958,209243539.1725,208830576.642534,207785005.239274,842284235.997266,182066157.63982,182635040.331386,182120017.899794,181745114.895878,728566330.766879,22520914.0188513,9484636.46023405,32005550.4790853,8226050.59098825,7925995.03644961,7958807.79132597,7894697.06032151,92591324.6338592,38958809.168324,131550133.802183,33759646.3164216,32643811.9929286,32655423.4904256,32491252.0024075,14863137.7069743,6204849.52328829,21067987.2302626,5400821.91938663,5220657.25477372,5241824.58746507,5204683.46863718,189478032.854925,218647310.82037,40.3457081283047,74.8513138389674
"12",4,0.311232062001847,72.29773691836,43.935667981468,175.206820335068,154.602884169622,21.8825433903673,18.7826757887445,1.63223671238559,1.87424875530625,217.646853530808,165.363223679769,425.66310957199,161.382799470172,101.279508351928,18.5,21.3326806508352,9.74165777440153,18.2035291896366,6.8672931054901,15.9894937158445,0.639026834549488,0.773138765428934,4567.09407795485,1328.98452978808,1959.4168681173,0.232258828167375,0.253168076071911,0.218990796939688,0.311096654924394,2.01151526398781,0.138654112325082,7.16579969842475,0.645304116368195,0.249108779493296,1.43459954528958,1.87611334588994,705139400.354601,353348083.687405,303409088.610161,340820987.709978,283400786.460766,259008509.412964,257146557.316192,259557607.581709,1059113460.77163,161124452.69132,159977457.481409,161101078.901174,161550957.174592,643753946.248495,24426228.0765117,12274845.3060192,36701073.3825309,9847775.28961962,8962385.30181057,8965813.48398283,8925099.30711783,113608930.39122,57223919.9313946,170832850.322614,45695807.327591,41747735.1989356,41713226.9524978,41676080.8435897,16911461.913285,8376941.70846988,25288403.6217549,6831166.46195342,6089196.47755725,6212190.98263241,6155849.6996118,227466939.210732,263349081.37904,45.3640305574976,74.7601782008158
"13",4,0.223609180272261,73.4192656115226,57.4530461019093,173.699679088535,154.091976817413,26.941751390272,20.8776520337096,1.57533917386859,1.91820161629014,165.70904003791,138.291518624626,445.922319074384,171.001120528426,110.512174793437,18.5,21.8566947261155,10.5609036337872,17.6810254520929,8.21129186263074,20.8077238493481,0.660773672787892,0.703706383087403,6902.07230319456,2627.86788899424,2442.70320632354,0.194259178188109,0.235349008852703,0.385235890083285,0.329774633422464,1.78292718496511,0.136976312439144,8.32736664725435,0.54748004516239,0.273860573514651,1.57483782073379,1.87358806233978,571341825.38345,348924950.961741,490485883.3895,380300811.369139,260027118.780899,218490231.968643,219288781.95307,220262086.056578,918068218.75919,217721259.273941,217538755.570636,217635970.000173,217629678.086965,870525662.931715,19594260.5927755,11951155.3457887,31545415.9385642,8931901.42160707,7517015.49511582,7530384.7247985,7566114.29704282,78151083.3396024,47753591.8570684,125904675.196671,35662629.8964359,30111752.8428605,30021609.434427,30108683.0229474,20027879.9204269,12233790.34659,32261670.2670169,9197714.12875301,7649662.7517992,7712212.20949267,7702081.17697205,290368514.044358,251991749.350181,55.4770777235789,75.4536307542341
"14",4,0.180427829359656,57.8441636484998,54.6276932143269,175.004699550909,156.44482526944,21.5295393484752,22.5460287018952,1.59299458875061,1.91017719217018,311.086233761864,142.764003814092,296.908792523534,169.859941717167,114.107390562205,18.5,20.7132343155247,11.2517435753436,16.9281355401608,10.9782229841617,15.8480300941495,0.826984832753558,0.724213638483883,4446.01921683909,2869.11843900507,2346.34802209227,0.236011773000055,0.0822922712114291,0.401649637493368,0.414888952529438,1.58976022523181,0.127897488614029,10.483451163563,0.548927701571808,0.269335630049152,1.74988162366286,1.90703508260282,988756094.847633,357406592.357441,1014713626.61733,380515718.801996,365316898.780631,325804366.652798,327256621.845682,327168657.188483,1345546544.46759,348403773.551841,349590126.908804,348112218.856632,350012311.15241,1396118430.46969,31627121.9772469,11445497.4043352,43072619.3815821,11746577.2883696,10414025.1063314,10455200.5776013,10456816.4092799,135819815.963854,49136754.514336,184956570.47819,50282841.8610882,44897862.7856325,44851000.1604461,44924865.6710236,35396938.6263259,12821208.0686366,48218146.6949625,13117645.6537786,11688843.0301947,11704294.417816,11707363.5931732,433915528.623044,362230385.870915,55.1784013869426,58.1253306854483
"15",4,0.311279475994716,71.7911901265486,57.0948675704479,174.962459956597,153.739155297247,27.389402874441,22.3909142282466,1.62186331382926,1.82983157089339,221.300044462979,132.35893765544,314.029084640014,153.791690107635,114.90453678437,18.5,18.9393615476745,6.61632927277016,16.6225102286778,11.3400018349082,16.9074995608608,0.720731755081206,0.69473690570888,7109.84266145484,2603.85249404615,2135.54182269554,0.252243828175974,0.220901034895809,0.338003912296628,0.272032681583906,1.50836397314366,0.131852271886053,8.17556507603288,0.614770730035344,0.26690505112807,1.62818258757538,1.89203194553821,703514883.0321,317230836.233806,620649262.588282,303459691.445602,289038766.937346,244340902.658686,245308487.551992,243532866.798868,1022221023.94689,231124372.117506,229809209.179796,231827048.422525,230526367.265075,923286996.984902,23118286.7062703,10454086.8711315,33572373.5774018,9526674.5879034,8009335.53845534,8036729.89455509,7999633.55648796,107969786.882416,48705212.3573889,156674999.239805,44587835.5519513,37552561.1573404,37359682.1526472,37174920.377866,19806601.4592809,8926040.74440819,28732642.2036891,8021751.70380133,6844549.25179318,6931176.56347096,6935164.6846236,258401888.783234,273119095.522994,56.9309391799835,68.2005130370131
"16",4,0.1787246224629,62.4695073284974,57.5825823062701,172.631877024052,154.095542328323,25.0706276540961,22.5294821411834,1.70123680775942,1.8913038052244,176.738081933544,148.685424108561,377.286158788923,162.75594405612,111.292454322344,18.5,19.8710688108451,11.5659324497177,13.0857630654246,4.71232364030294,17.525391222126,0.678835304297249,0.611198095090094,3508.42644970634,2473.58537011498,2163.61770364218,0.256373160234374,0.136263334656476,0.436037386243774,0.343945671942095,1.60578339557588,0.124833481497435,6.92315187268123,0.561461376604245,0.280786136663342,1.62522868626678,1.81387282494369,579428438.378082,363808834.675876,479248979.340284,351915038.480422,252935290.162668,231228181.35038,229271665.421006,230367190.559653,943802327.493706,207537952.312551,208537372.23177,207446906.987135,207616510.731625,831138742.26308,18077367.2293324,11367011.2220176,29444378.45135,7858394.21677977,7206155.38077335,7204905.1708089,7174923.68298795,81410225.5568686,51119863.4852757,132530089.042144,35411422.6435999,32438266.9990024,32377458.4406115,32302940.9589304,20192742.7214843,12670141.0170271,32862883.7385114,8788790.00341654,8032402.74361583,8035636.81290102,8006054.17857802,295829025.688662,264614600.254406,54.7478861575355,67.3106695422816
"17",4,0.196324926303925,76.1219394710014,60.5502810458572,177.926735859431,154.967858375666,23.7289576301919,20.7239337036537,1.57292985694321,1.92325829453887,257.606142441018,104.738076554038,354.668875993401,175.861091422693,110.195589157168,18.5,20.9197486954998,6.03726127516359,15.8094777296721,5.53402619278464,12.6495788003808,0.72577217993067,0.68891979344869,6853.34722503402,2204.05438009107,2643.85356873079,0.340719076359338,0.214470483498169,0.226131950077244,0.322622884167367,1.36253661064034,0.135811666363515,8.7703311518422,0.608256630173539,0.279290453039375,1.69712262910373,1.95183517156906,948206902.649025,287270697.342953,649623049.427669,316993794.166753,364808904.321635,290575096.481419,290825424.908744,290968695.665042,1237178121.37684,241588794.600591,240834087.804779,241951208.454428,241291272.17477,965665363.034568,32242417.3849935,9735117.21019228,41977534.5951857,12412157.3960792,9862378.06405617,9864621.81650046,9838377.31854985,144379731.516447,43650436.2732297,188030167.789676,55418803.5664783,44272467.0387994,44074520.8791639,44264376.3052348,26916261.8959778,8166802.14524211,35083064.0412199,10423625.1753423,8169388.9313033,8219931.02839779,8270118.90617658,315890775.03207,344926407.426829,62.9264206245482,76.6911959135653
"18",4,0.197108472110741,63.5704345949475,59.9065542659312,168.185074671966,155.138437523259,20.2310335157327,20.5340988249899,1.61077071537738,1.79750147048991,229.366673681497,148.764312211456,327.906493566319,154.946416140614,101.649300854651,18.5,22.8633515749811,9.045785670137,17.8577130162304,12.4620563495644,20.2616850118972,0.503664323672049,0.861662431111037,2570.11158567463,2530.28473265614,2332.22849481416,0.0997488160940475,0.14231496147624,0.413017224185883,0.301977424034259,2.19379487969982,0.129304293440227,7.86350224308869,0.633036778469526,0.290728766034811,1.70547908880291,1.91208888051537,626222826.272373,335362672.224214,595955641.289266,356286295.052868,245538960.587632,238192955.605033,238015812.875707,238898994.707423,960646723.775794,237819531.916214,238609491.968158,237995283.492326,237768368.169054,952192675.545751,20184283.1956378,10823122.0185539,31007405.2141917,7929685.60926683,7690605.50611936,7690713.70483471,7696400.39397081,99181413.7053066,53023921.1494703,152205334.854777,39017020.0681988,37755956.847528,37757026.4059434,37675331.5331067,16538175.2362455,8901380.03627374,25439555.2725193,6486974.40071171,6264394.35141871,6358409.64211777,6329776.87827106,229100707.398169,279448515.003962,58.0866748751327,61.2774371613561
"19",4,0.214221682205282,61.0176952687277,52.0679409807784,181.481262556076,154.862774459735,29.811216400283,26.4584536168733,1.77789632904949,1.93569583632625,263.772548430144,166.768514198249,332.72211852752,162.867412623047,102.082372542242,18.5,20.7113932175133,4.94928249958974,17.7306385514062,14.3889358082012,21.9350086120599,0.890531559231357,0.679317741387131,4821.67648186297,2451.3438710193,1847.61337837238,0.104480938698606,0.201387424724392,0.480967994532656,0.339800231032183,1.55692760560929,0.132211360100882,11.2658148316875,0.565320125241419,0.222106797121741,1.598977944913,1.84626244738569,804555103.817024,392543324.808529,685887942.313781,326412512.910057,317718412.29031,293091835.28701,292763064.194404,292766660.789367,1196339972.56109,252537028.149866,253367094.746953,253174489.712396,253878077.254828,1012956689.86404,26598137.0595353,12969134.3247068,39567271.3842421,10485079.8474405,9711275.91976981,9697107.67031918,9673807.94671263,113802032.523367,55544899.0310717,169346931.554439,44892679.4015775,41606286.0659695,41497831.1539281,41350134.9329635,26964023.7538338,13183375.6320129,40147399.3858467,10657236.5190933,9829808.85354715,9794800.03714929,9865553.97605704,361332927.503937,265713332.088776,49.4344091550154,55.1288715745025
"20",4,0.181288337913872,70.3898763206479,56.8566592571262,168.301670311456,152.390571474738,18.8191923699486,24.9101100424396,1.52749023468032,1.88484090614033,281.295965091789,153.025319143958,285.334068398621,152.112313953059,102.815121647299,18.5,21.7615795849909,6.65083579085917,15.9967517169948,12.4539657899926,21.2013679951255,0.741842912590167,1.07416347577833,4178.42865714619,2711.68290800749,1730.22312839888,0.264178436254893,0.296809977436352,0.344981975352529,0.179399159436795,1.46626333362183,0.134955886405576,10.8708466669968,0.563655727929115,0.323756414801498,1.59293645863144,1.90379644635755,796801589.714675,322127997.60462,778261360.230531,270074957.620379,300080048.63063,273921538.805615,272469162.450909,272703786.938166,1119174536.82532,261947854.967826,261493833.67029,263083704.762237,261765392.483656,1048290785.88401,26863165.0321605,10883982.3318751,37747147.3640355,10140651.7735109,9232531.16920155,9173506.41953351,9200458.00178954,112043818.020817,45296239.3196534,157340057.34047,42264607.9581387,38508552.4110865,38313444.676578,38253452.2946672,26817917.5428907,10817174.7304346,37635092.2733253,10062151.5977181,9225902.71905893,9156592.8854855,9190445.07106273,338679264.655039,362163038.872653,53.3984510675062,66.0609233277778
"21",4,0.246802904868149,48.6907992802476,56.1872180263703,171.186531431804,154.498060167265,21.864424027086,26.531785630594,1.82699243582904,1.90458437799632,225.804083604129,101.629923200925,259.05545354492,165.732582549531,115.598297592525,18.5,22.0082152786179,4.48865832643841,16.0063290981905,14.7776929656238,22.7182504086067,0.926103839126589,0.549475750113806,6520.28730260584,3025.29528154944,2009.51071740957,0.120049348775872,0.176963924553356,0.262095878026763,0.322889226256173,1.98442239668274,0.141544589849681,9.24207750185663,0.575880261543707,0.256259491936977,1.51752185893887,1.85013387398241,666000750.99538,264840635.223777,769736052.305726,229682501.966561,244300607.133615,229016193.621853,229497513.967596,230182429.492874,932996744.215938,249202524.095578,249015461.123794,250398026.023232,248026118.701268,996642129.943871,23644918.6997321,9387148.23688308,33032066.9366152,8638709.75976565,8118459.63235511,8117061.88669918,8157835.6577953,95740847.6850432,38150890.8816029,133891738.566646,35112227.5599404,32998492.1077278,32951945.1096414,32829073.7893365,20936756.2722797,8292435.82233872,29229192.0946184,7637209.1944863,7153157.39506506,7158525.6773145,7280299.82775259,263100638.542433,238744243.283435,51.757604101916,43.5349998783636
