"","VIP","Coefficient"
"var_CV",0.375505749967203,-0.00112828086984915
"total_egg_serving_all_athletes",0.151294236504854,-0.000454593285939744
"total_dairy_serving_all_athletes",0.512173554474823,0.00153892616453158
"total_sandwich_serving_all_athletes",0.111737294927646,-0.000335736676007136
"total_vegetable_mushroom_serving_all_athletes",0.58692234186801,-0.00176352359577603
"total_bean_nut_serving_all_athletes",0.47077280742878,0.00141452947847925
"total_fruit_serving_all_athletes",0.473470345170129,-0.00142263476110016
"total_sports_drink_serving_all_athletes",0.0573069857098475,0.000172190108116285
"total_chicken_serving_all_athletes",0.190497054240174,-0.000572385861150132
"total_pork_serving_all_athletes",0.359595645067846,-0.00108047583092017
"total_beef_serving_all_athletes",0.0922012117237636,0.000277036672205204
"total_fish_serving_all_athletes",0.189978637578917,0.000570828176343553
"total_prawn_serving_all_athletes",0.0732612066816869,-0.000220127702460565
"total_rice_noodle_serving_all_athletes",0.104406471247699,0.000313709774637331
"total_fat_oil_serving_all_athletes",0.477002146142253,0.00143324675165772
"total_prawn_serving_per_person",0.437292531247279,0.00131393140471832
"total_beef_serving_per_person",0.0114265823828128,3.43334138329681e-05
"total_pork_serving_per_person",0.273124509008682,-0.000820656297881862
"total_dairy_serving_per_person",0.159103292107632,-0.000478057129167105
"total_egg_serving_per_person",0.0222332330262291,6.68041208439114e-05
"prior_knowledge_ch_1",0.711000740209269,0.00213634154389584
"prior_knowledge_ch_2",0.520900694958849,0.00156514857432816
"prior_knowledge_ch_3",1.33113369150225,0.00399965294663221
"prior_knowledge_ch_4",1.22699433158362,0.00368674576051113
"weight_contribution_ch_1",1.20322534379794,0.00361532716248274
"weight_contribution_ch_2",0.0514560786660803,0.000154609907308908
"weight_contribution_ch_3",0.695673238919768,-0.00209028705208302
"weight_contribution_ch_4",0.762827358032156,-0.00229206480896876
"chance_of_good_learning_hour",1.18171614488994,0.00355069854453003
"weight_learning_hour_to_interest_in_class",0.131162820787764,0.000394104488528369
"chance_of_good_learning_material",2.16101209928124,0.00649318582030908
"weight_learning_material_to_interest",0.78430270167081,0.002356591702107
"weight_learning_material_to_motivation_inter_one",0.161953976914801,-0.000486622572263993
"weight_learning_material_to_motivation_inter_two",0.209595125563348,-0.000629769772120428
"chance_of_good_trainer",5.69629565227986,0.0171156404769663
"weight_good_trainer_to_interest",0.089178411689323,-0.000267954075061122
"weight_good_trainer_to_motivation_inter_one",1.20484884525972,0.00362020529188998
"weight_good_trainer_to_motivation_inter_two",2.62744312754778,-0.00789466956947449
"weight_good_trainer_to_successful_ch1",0.117591968988746,0.000353328195558881
"weight_good_trainer_to_successful_ch2",0.168107794185879,-0.000505112926417321
"weight_good_trainer_to_successful_ch3",0.23663740953944,0.000711023632254173
"weight_good_trainer_to_successful_ch4",0.388142345165742,-0.00116625000513878
"chance_of_good_facility",0.481931640691137,0.00144805838742633
"weight_good_facility_to_motivation",0.0410764097869266,-0.000123422150975641
"chance_athletes_understand_nutrition_importance",6.10134517066719,0.018332691408884
"weight_understand_nutrition_importance_to_motivation",0.162349885818747,-0.0004878121584223
"weight_understand_nutrition_importance_to_persistence",3.21896222659643,0.00967200502616265
"weight_understand_nutrition_importance_to_interest",0.0677241650423535,0.000203490571983166
"weight_motivation_to_learning_success",1.0382295630722,0.00311956489249103
"weight_persistence_to_learning_success",0.33598187353078,-0.00100952361063436
"weight_interest_to_learning_success",0.657149090606638,0.00197453367261351
"weight_knowledge_to_learning_success",2.30400652972693,-0.00692284070676803
"weight_understand_importance_to_maintain_good_nutrition_inter_one",0.682390266114787,-0.00205037574816319
"weight_motivation_to_maintain_good_nutrition_inter_one",0.379418643967213,0.00114003792935182
"weight_persistence_to_maintain_good_nutrition_inter_one",0.356564790977657,0.00107136903378174
"weight_interest_to_maintain_good_nutrition_inter_one",0.296947032130855,-0.000892235753356604
"weight_learning_outcome_to_maintain_good_nutrition_inter_one",0.135571358539037,-0.000407350807151196
"weight_understand_importance_to_maintain_good_nutrition_inter_two",0.272128648127842,-0.000817664038027038
"weight_motivation_to_maintain_good_nutrition_inter_two",0.144282844426157,-0.000433526179632861
"weight_interest_to_maintain_good_nutrition_inter_two",0.436782476359769,0.00131239884450533
"weight_learning_outcome_to_maintain_good_nutrition_inter_two",0.00230245737978426,6.91818598112137e-06
"chance_good_nutritionist_inter_one",0.554473886196937,-0.00166602582964857
"chance_good_nutrition_team_inter_two",0.0787089443613038,-0.000236496501629166
"weight_good_nutritionist_to_maintain_good_nutrition",0.105494328732395,-0.000316978456379788
"weight_good_nutrition_team_to_maintain_good_nutrition",0.217269740947814,0.000652829663273888
"chance_good_support",0.162880567447339,-0.000489406695735173
"weight_good_support_to_maintain_good_nutrition_inter_one",0.190138856358406,0.000571309585173919
"weight_good_support_to_maintain_good_nutrition_inter_two",0.174025881682988,0.000522894984107955
"chance_good_kitchen_staff",0.353548484999322,-0.0010623059493063
"chance_regular_audit",0.145052976305394,-0.000435840192312241
"weight_good_kitchen_staff_to_good_food_safety",0.340271045800345,-0.0010224112721939
"weight_regular_audit_to_good_food_safety",0.573925669930103,0.00172447253911305
"chance_tasty_food_conditional_on_good_kitchen_staff",0.154561341769838,-0.000464409946192185
"weight_good_food_safety_to_maintain_good_nutrition",0.0253416031264708,7.61438300782441e-05
"weight_tasty_food_to_maintain_good_nutrition",0.512223572586968,0.0015390764537857
"weight_good_kitchen_staff_to_maintain_good_nutrition_inter_one",0.277343295581702,0.00083333247177462
"weight_good_kitchen_staff_to_maintain_good_nutrition_inter_two",0.359934323419769,0.0010814934566304
"chance_athletes_good_health",0.152062839433253,0.00045690270458566
"weight_good_health_to_maintain_good_nutrition",0.282018577545465,-0.00084738027583974
"total_main_meals_all_athletes",0.0641330523680386,-0.000192700367752588
"total_snack_time_all_athletes",0.115404615706577,0.00034675586247453
"pork_restriction",0.702084583558523,0.00210955119785589
"beef_restriction",0.373628532351492,-0.00112264040036357
"prawn_restriction",0.222728812829567,-0.000669232518281707
"egg_restriction",0.340609400614612,0.00102342792577162
"dairy_restriction",0.105171435408915,-0.000316008259891675
"percent_athlete_with_dietary_restriction",0.133481243115093,0.000401070644333933
"number_athlete",0.549773326327026,0.00165190207314347
"chance_good_water_intake_current",0.0993756801111946,0.000298593773351013
"weight_current_good_water_intake_to_maintain_good_water_intake",0.314908280401991,0.000946203855908171
"weight_good_learning_outcome_to_maintain_good_water_intake",0.234275462013108,0.000703926696428875
"weight_maintain_good_nutrition_to_maintain_good_water_intake",0.504692919692523,0.00151644912624406
"weight_good_water_intake_to_nutrition_outcome",0.219028323630074,0.000658113670772085
"weight_good_carb_intake_to_nutrition_outcome",0.0378110554317197,0.000113610751675949
"weight_good_protein_intake_to_nutrition_outcome",0.00304955280404589,9.16298110135549e-06
"weight_good_fat_intake_to_nutrition_outcome",0.156649415910591,0.000470683975572677
